hotel,is_canceled,arrival_date_year,arrival_date_month,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,is_repeated_guest,previous_cancellations,reserved_room_type,booking_changes,deposit_type,customer_type,adr,total_of_special_requests,reservation_status
Resort Hotel,1,2017,March,20,1,2,2,0,0,BB,PRT,Online TA,0,0,D,0,No Deposit,Transient,75,3,Canceled
Resort Hotel,1,2017,March,22,0,1,1,0,0,BB,PRT,Offline TA/TO,0,0,A,0,No Deposit,Transient-Party,45,0,Canceled
Resort Hotel,1,2017,March,22,0,3,2,0,0,BB,CN,Online TA,0,0,D,0,No Deposit,Transient,70,0,Canceled
Resort Hotel,1,2017,March,22,2,7,2,0,0,BB,BRA,Online TA,0,0,A,0,No Deposit,Transient,57.33,1,Canceled
Resort Hotel,1,2017,March,23,0,2,2,0,0,HB,ESP,Online TA,0,0,D,0,No Deposit,Transient,100,1,Canceled
Resort Hotel,1,2017,March,23,4,10,2,0,0,BB,GBR,Online TA,0,0,D,0,No Deposit,Transient,66.21,1,Canceled
Resort Hotel,1,2017,March,24,0,2,2,0,0,BB,PRT,Groups,0,0,A,0,Non Refund,Transient,30,0,Canceled
Resort Hotel,1,2017,March,24,0,2,2,0,0,BB,ESP,Online TA,0,0,E,0,No Deposit,Transient,80,1,Canceled
Resort Hotel,1,2017,March,24,0,2,2,0,0,BB,PRT,Groups,0,0,A,0,Non Refund,Transient,30,0,Canceled
Resort Hotel,1,2017,March,24,0,2,2,0,0,BB,PRT,Groups,0,0,A,0,Non Refund,Transient,30,0,Canceled
Resort Hotel,1,2017,March,24,0,2,2,0,0,BB,PRT,Groups,0,0,A,0,Non Refund,Transient,30,0,Canceled
Resort Hotel,1,2017,March,24,0,2,2,0,0,BB,PRT,Groups,0,0,A,0,Non Refund,Transient,30,0,Canceled
Resort Hotel,1,2017,March,24,0,2,2,0,0,BB,PRT,Groups,0,0,A,0,Non Refund,Transient,30,0,Canceled
Resort Hotel,1,2017,March,24,0,2,2,0,0,BB,PRT,Groups,0,0,A,0,Non Refund,Transient,30,0,Canceled
Resort Hotel,1,2017,March,24,0,2,2,0,0,BB,PRT,Groups,0,0,A,0,Non Refund,Transient,30,0,Canceled
Resort Hotel,1,2017,March,24,0,2,2,0,0,BB,PRT,Groups,0,0,A,0,Non Refund,Transient,30,0,Canceled
Resort Hotel,1,2017,March,24,0,2,2,0,0,BB,PRT,Groups,0,0,A,0,Non Refund,Transient,30,0,Canceled
Resort Hotel,1,2017,March,24,0,2,2,0,0,BB,PRT,Groups,0,0,A,0,Non Refund,Transient,30,0,Canceled
Resort Hotel,1,2017,March,24,0,2,2,0,0,BB,PRT,Groups,0,0,A,0,Non Refund,Transient,30,0,Canceled
Resort Hotel,1,2017,March,24,0,2,2,1,0,BB,ESP,Online TA,0,0,H,0,No Deposit,Transient,120,1,Canceled
Resort Hotel,1,2017,March,24,0,2,2,0,0,BB,PRT,Groups,0,0,A,0,Non Refund,Transient,30,0,Canceled
Resort Hotel,1,2017,March,24,0,2,2,0,0,BB,PRT,Groups,0,0,A,0,Non Refund,Transient,30,0,Canceled
Resort Hotel,1,2017,March,24,0,2,2,0,0,BB,PRT,Groups,0,0,A,0,Non Refund,Transient,30,0,Canceled
Resort Hotel,1,2017,March,24,0,2,2,0,0,BB,PRT,Groups,0,0,A,0,Non Refund,Transient,30,0,Canceled
Resort Hotel,1,2017,March,24,2,5,1,0,0,HB,PRT,Groups,0,0,A,0,No Deposit,Transient-Party,46,0,Canceled
Resort Hotel,1,2017,March,24,3,7,2,0,0,HB,PRT,Groups,0,0,D,0,No Deposit,Transient-Party,28,0,Canceled
Resort Hotel,1,2017,March,24,3,7,1,0,0,HB,PRT,Groups,0,0,A,0,No Deposit,Transient-Party,48,0,Canceled
Resort Hotel,1,2017,March,24,3,7,1,0,0,HB,PRT,Groups,0,0,A,0,No Deposit,Transient-Party,48,0,Canceled
Resort Hotel,1,2017,March,24,3,7,2,0,0,HB,PRT,Groups,0,0,D,0,No Deposit,Transient-Party,28,0,Canceled
Resort Hotel,1,2017,March,24,3,7,1,0,0,HB,PRT,Groups,0,0,A,0,No Deposit,Transient-Party,48,0,Canceled
Resort Hotel,1,2017,March,24,2,5,1,0,0,HB,PRT,Groups,0,0,A,0,No Deposit,Transient-Party,46,0,Canceled
Resort Hotel,1,2017,March,25,0,1,2,0,0,BB,PRT,Online TA,0,0,E,0,No Deposit,Transient,85,0,Canceled
Resort Hotel,1,2017,March,25,0,1,2,0,0,BB,PRT,Online TA,0,0,E,0,No Deposit,Transient,85,0,Canceled
Resort Hotel,1,2017,March,25,2,2,2,0,0,BB,PRT,Online TA,0,0,A,0,No Deposit,Transient,33.6,0,Canceled
Resort Hotel,1,2017,March,25,2,2,2,0,0,BB,PRT,Online TA,0,0,A,0,No Deposit,Transient,33.6,0,Canceled
Resort Hotel,1,2017,March,25,2,4,2,0,0,BB,GBR,Online TA,0,0,A,0,No Deposit,Transient,56,2,Canceled
Resort Hotel,1,2017,March,25,2,4,2,0,0,BB,ZAF,Online TA,0,0,D,0,No Deposit,Transient,55.83,0,Canceled
Resort Hotel,1,2017,March,25,2,5,2,0,0,BB,NLD,Online TA,0,0,A,0,No Deposit,Transient,37.8,0,Canceled
Resort Hotel,1,2017,March,25,2,5,2,0,0,BB,NLD,Online TA,0,0,A,0,No Deposit,Transient,37.8,0,Canceled
Resort Hotel,1,2017,March,25,2,5,2,0,0,BB,NLD,Online TA,0,0,A,0,No Deposit,Transient,37.8,0,Canceled
Resort Hotel,1,2017,March,26,2,1,1,0,0,BB,PRT,Groups,0,0,A,0,Non Refund,Transient,39.33,0,Canceled
Resort Hotel,1,2017,March,26,2,1,1,0,0,BB,PRT,Groups,0,0,A,0,Non Refund,Transient,39.33,0,Canceled
Resort Hotel,1,2017,March,26,2,1,1,0,0,BB,PRT,Groups,0,0,A,0,Non Refund,Transient,39.33,0,Canceled
Resort Hotel,1,2017,March,26,2,1,1,0,0,BB,PRT,Groups,0,0,A,0,Non Refund,Transient,39.33,0,Canceled
Resort Hotel,1,2017,March,26,2,1,1,0,0,BB,PRT,Groups,0,0,A,0,Non Refund,Transient,39.33,0,Canceled
Resort Hotel,1,2017,March,26,2,3,2,2,0,BB,IRL,Online TA,0,0,G,6,No Deposit,Transient,96.2,1,Canceled
Resort Hotel,1,2017,March,26,2,4,2,0,0,BB,PRT,Online TA,0,0,E,1,No Deposit,Transient,44.64,0,No-Show
Resort Hotel,1,2017,March,26,4,6,2,0,0,BB,GBR,Online TA,0,0,A,0,No Deposit,Transient,44.7,2,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,D,0,Non Refund,Transient,65,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,D,0,Non Refund,Transient,65,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,D,0,Non Refund,Transient,65,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,E,0,Non Refund,Transient,73,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,E,0,Non Refund,Transient,73,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,E,0,Non Refund,Transient,73,0,Canceled
Resort Hotel,1,2017,March,27,1,1,1,0,0,BB,PRT,Groups,0,0,A,0,Non Refund,Transient,42,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,D,0,Non Refund,Transient,65,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,D,0,Non Refund,Transient,65,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,E,0,Non Refund,Transient,73,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,E,0,Non Refund,Transient,73,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,E,0,Non Refund,Transient,73,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,D,0,Non Refund,Transient,65,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,D,0,Non Refund,Transient,65,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,E,0,Non Refund,Transient,73,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,E,0,Non Refund,Transient,73,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,E,0,Non Refund,Transient,73,0,Canceled
Resort Hotel,1,2017,March,27,1,1,1,0,0,BB,PRT,Groups,0,0,A,0,Non Refund,Transient,42,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,D,0,Non Refund,Transient,65,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,D,0,Non Refund,Transient,65,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,D,0,Non Refund,Transient,65,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,E,0,Non Refund,Transient,73,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,E,0,Non Refund,Transient,73,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,D,0,Non Refund,Transient,65,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,D,0,Non Refund,Transient,65,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,E,0,Non Refund,Transient,73,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,E,0,Non Refund,Transient,73,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,E,0,Non Refund,Transient,73,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,D,0,Non Refund,Transient,65,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,D,0,Non Refund,Transient,65,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,E,0,Non Refund,Transient,73,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,E,0,Non Refund,Transient,73,0,Canceled
Resort Hotel,1,2017,March,27,1,1,1,0,0,BB,PRT,Groups,0,0,A,0,Non Refund,Transient,42,0,Canceled
Resort Hotel,1,2017,March,27,1,1,1,0,0,BB,PRT,Groups,0,0,A,0,Non Refund,Transient,42,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,D,0,Non Refund,Transient,65,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,D,0,Non Refund,Transient,65,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,D,0,Non Refund,Transient,65,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,E,0,Non Refund,Transient,73,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,E,0,Non Refund,Transient,73,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,D,0,Non Refund,Transient,65,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,D,0,Non Refund,Transient,65,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,D,0,Non Refund,Transient,65,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,E,0,Non Refund,Transient,73,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,E,0,Non Refund,Transient,73,0,Canceled
Resort Hotel,1,2017,March,27,1,1,2,0,0,BB,PRT,Groups,0,0,E,0,Non Refund,Transient,73,0,Canceled
Resort Hotel,1,2017,March,27,1,0,1,0,0,BB,PRT,Corporate,0,0,A,0,No Deposit,Transient,35,0,Canceled
Resort Hotel,1,2017,March,27,1,3,2,0,0,BB,FRA,Online TA,0,0,D,0,No Deposit,Transient,68,0,Canceled
Resort Hotel,1,2017,March,27,1,5,2,0,0,BB,DEU,Online TA,0,0,D,0,No Deposit,Transient,77.5,2,Canceled
Resort Hotel,1,2017,March,27,1,5,2,0,0,BB,ESP,Online TA,0,0,A,0,No Deposit,Transient,45,2,Canceled
Resort Hotel,1,2017,March,27,2,5,2,0,0,BB,GBR,Online TA,0,0,A,0,No Deposit,Transient,43.03,0,Canceled
Resort Hotel,1,2017,March,28,0,1,1,0,0,BB,PRT,Direct,0,0,D,0,No Deposit,Transient,65,0,Canceled
Resort Hotel,1,2017,March,28,0,2,2,0,0,HB,BRA,Online TA,0,0,A,0,No Deposit,Transient,92,0,Canceled
Resort Hotel,1,2017,March,28,0,4,1,0,0,BB,PRT,Offline TA/TO,0,0,A,0,No Deposit,Transient,30,0,No-Show
Resort Hotel,1,2017,March,28,0,4,2,0,0,BB,FIN,Online TA,0,0,E,3,No Deposit,Transient,55.8,1,Canceled
Resort Hotel,1,2017,March,28,0,4,1,0,0,BB,CHE,Online TA,0,0,A,0,No Deposit,Transient,37,1,Canceled
Resort Hotel,1,2017,March,28,2,5,2,0,0,BB,DEU,Online TA,0,0,A,0,No Deposit,Transient,49.71,0,Canceled
Resort Hotel,1,2017,March,28,2,5,2,0,0,BB,PRT,Online TA,0,0,A,0,No Deposit,Transient,47.14,0,Canceled
Resort Hotel,1,2017,March,28,2,5,2,0,0,BB,PRT,Offline TA/TO,0,0,A,0,No Deposit,Transient,37.95,0,Canceled
Resort Hotel,1,2017,March,28,2,6,2,0,0,BB,GBR,Online TA,0,0,A,0,No Deposit,Transient,65,0,Canceled
Resort Hotel,1,2017,March,28,4,11,1,0,0,BB,CN,Online TA,0,0,E,0,No Deposit,Transient,74.28,0,No-Show
Resort Hotel,1,2017,March,29,0,1,2,0,0,HB,CHN,Online TA,0,0,A,2,No Deposit,Transient,78,0,Canceled
Resort Hotel,1,2017,March,29,0,1,2,0,0,BB,PRT,Direct,0,0,A,0,No Deposit,Transient,8,0,Canceled
Resort Hotel,1,2017,March,29,0,1,2,0,0,BB,FRA,Online TA,0,0,D,0,No Deposit,Transient,78,0,Canceled
Resort Hotel,1,2017,March,29,0,1,1,0,0,BB,BEL,Online TA,0,0,A,0,No Deposit,Transient,55,0,Canceled
Resort Hotel,1,2017,March,29,0,2,2,0,0,BB,FRA,Online TA,0,0,A,0,No Deposit,Transient,65,2,Canceled
Resort Hotel,1,2017,March,29,0,4,2,0,0,BB,PRT,Offline TA/TO,0,0,A,0,No Deposit,Transient,37.5,0,Canceled
Resort Hotel,1,2017,March,29,0,4,2,0,0,BB,PRT,Online TA,0,0,A,0,No Deposit,Transient,41.85,1,Canceled
Resort Hotel,1,2017,March,29,2,4,2,0,0,BB,NLD,Online TA,0,0,A,0,No Deposit,Transient,60,1,Canceled
Resort Hotel,1,2017,March,30,0,3,2,0,0,BB,POL,Direct,0,0,F,0,No Deposit,Transient,80.07,0,Canceled
Resort Hotel,1,2017,March,30,0,2,1,0,0,BB,PRT,Online TA,0,0,A,0,No Deposit,Transient,56,1,No-Show
Resort Hotel,1,2017,March,30,0,3,2,0,0,BB,POL,Online TA,0,0,D,0,No Deposit,Transient,70.33,1,Canceled
Resort Hotel,1,2017,March,30,0,3,2,0,0,BB,CN,Direct,0,0,D,2,No Deposit,Transient,53.7,0,Canceled
Resort Hotel,1,2017,March,30,1,3,2,0,0,BB,FRA,Online TA,0,0,A,0,No Deposit,Transient,65,2,Canceled
Resort Hotel,1,2017,March,30,2,5,2,2,0,HB,GBR,Online TA,0,0,C,0,No Deposit,Transient,146.57,2,Canceled
Resort Hotel,1,2017,March,30,2,5,2,0,0,BB,NOR,Online TA,0,0,A,0,No Deposit,Transient,60,1,Canceled
Resort Hotel,1,2017,March,30,2,6,1,0,0,Undefined,PRT,Groups,0,0,A,0,No Deposit,Transient-Party,90,0,Canceled
Resort Hotel,1,2017,March,30,2,6,1,0,0,Undefined,PRT,Groups,0,0,A,0,No Deposit,Transient-Party,90,0,Canceled
Resort Hotel,1,2017,March,31,0,1,1,0,0,BB,PRT,Corporate,0,0,A,0,No Deposit,Transient,65,0,Canceled
Resort Hotel,1,2017,March,31,0,2,2,2,0,BB,ESP,Direct,0,0,C,0,No Deposit,Transient,95,1,Canceled
Resort Hotel,1,2017,March,31,0,2,2,0,0,BB,ESP,Online TA,0,0,A,0,No Deposit,Transient,60,0,Canceled
Resort Hotel,1,2017,March,31,0,2,2,0,0,BB,ESP,Online TA,0,0,A,0,No Deposit,Transient,70,1,Canceled
Resort Hotel,1,2017,March,31,0,2,2,0,0,BB,GBR,Online TA,0,0,A,0,No Deposit,Transient,70,0,Canceled
Resort Hotel,1,2017,March,31,0,2,2,0,0,BB,ESP,Online TA,0,0,A,0,No Deposit,Transient,70,1,Canceled
Resort Hotel,1,2017,March,31,1,2,2,0,0,BB,GBR,Online TA,0,0,A,0,No Deposit,Transient,48,2,Canceled
Resort Hotel,1,2017,March,31,2,2,2,0,0,BB,GBR,Online TA,0,0,A,0,No Deposit,Transient,72.5,1,Canceled
Resort Hotel,1,2017,March,31,2,2,2,0,0,BB,GBR,Online TA,0,0,D,0,No Deposit,Transient,69.25,2,Canceled
Resort Hotel,1,2017,March,31,2,3,2,0,0,HB,GBR,Online TA,0,0,D,0,No Deposit,Transient,113.6,2,Canceled
Resort Hotel,1,2017,March,31,2,5,2,0,0,BB,GBR,Online TA,0,0,D,0,No Deposit,Transient,67.43,0,Canceled
Resort Hotel,1,2017,March,31,2,6,2,0,0,BB,POL,Online TA,0,0,E,0,No Deposit,Transient,86.88,1,Canceled
Resort Hotel,1,2017,April,1,0,1,2,0,0,BB,PRT,Online TA,0,0,A,0,No Deposit,Transient,48,1,Canceled
Resort Hotel,1,2017,April,1,2,3,3,1,0,HB,BEL,Online TA,0,0,H,0,No Deposit,Transient,176.4,0,Canceled
Resort Hotel,1,2017,April,1,2,4,2,0,0,BB,BEL,Online TA,0,0,A,0,No Deposit,Transient,70,1,Canceled
Resort Hotel,1,2017,April,1,2,5,2,0,0,BB,GBR,Direct,0,0,D,0,No Deposit,Transient,70,0,Canceled
Resort Hotel,1,2017,April,1,2,5,2,2,0,BB,DEU,Online TA,0,0,G,0,No Deposit,Transient,129.57,0,Canceled
Resort Hotel,1,2017,April,1,2,5,2,0,0,BB,IRL,Online TA,0,0,A,0,No Deposit,Transient,71.57,0,Canceled
Resort Hotel,1,2017,April,1,2,5,2,0,0,BB,GBR,Online TA,0,0,A,0,No Deposit,Transient,56.57,2,Canceled
Resort Hotel,1,2017,April,1,2,6,2,0,0,HB,BEL,Online TA,0,0,A,0,No Deposit,Transient,93.88,1,Canceled
Resort Hotel,1,2017,April,2,1,0,1,0,0,BB,PRT,Online TA,0,0,A,0,No Deposit,Transient,77,0,No-Show
Resort Hotel,1,2017,April,2,2,1,2,0,0,HB,DEU,Online TA,0,0,E,0,No Deposit,Transient,108,0,Canceled
Resort Hotel,1,2017,April,2,2,1,2,0,0,BB,GBR,Online TA,0,0,D,0,No Deposit,Transient,63,1,Canceled
Resort Hotel,1,2017,April,2,2,2,2,0,0,BB,NLD,Online TA,0,0,A,0,No Deposit,Transient,70,0,Canceled
Resort Hotel,1,2017,April,2,2,2,2,0,0,HB,GBR,Online TA,0,0,E,0,No Deposit,Transient,114.75,2,Canceled
Resort Hotel,1,2017,April,2,2,2,2,0,0,BB,NLD,Online TA,0,0,A,0,No Deposit,Transient,70,0,Canceled
Resort Hotel,1,2017,April,2,4,6,2,2,0,BB,CHE,Online TA,0,0,G,0,No Deposit,Transient,130,1,Canceled
Resort Hotel,1,2017,April,3,1,0,1,0,0,BB,PRT,Online TA,0,0,D,0,No Deposit,Transient,80,0,Canceled
Resort Hotel,1,2017,April,3,1,0,1,0,0,BB,PRT,Online TA,0,0,D,0,No Deposit,Transient,80,0,Canceled
Resort Hotel,1,2017,April,3,1,0,2,0,0,BB,USA,Online TA,0,0,A,0,No Deposit,Transient,54,2,Canceled
Resort Hotel,1,2017,April,3,1,1,1,0,0,BB,PRT,Corporate,0,0,A,0,Non Refund,Transient,45,0,Canceled
Resort Hotel,1,2017,April,3,1,1,1,0,0,BB,PRT,Corporate,0,0,A,0,Non Refund,Transient,45,0,Canceled
Resort Hotel,1,2017,April,3,1,1,1,0,0,BB,PRT,Corporate,0,0,A,0,Non Refund,Transient,45,0,Canceled
Resort Hotel,1,2017,April,3,1,1,1,0,0,BB,PRT,Corporate,0,0,A,0,Non Refund,Transient,45,0,Canceled
Resort Hotel,1,2017,April,3,1,1,1,0,0,BB,PRT,Corporate,0,0,A,0,Non Refund,Transient,45,0,Canceled
Resort Hotel,1,2017,April,3,1,1,1,0,0,BB,PRT,Corporate,0,0,A,0,Non Refund,Transient,45,0,Canceled
Resort Hotel,1,2017,April,3,1,1,1,0,0,BB,PRT,Corporate,0,0,A,0,Non Refund,Transient,45,0,Canceled
Resort Hotel,1,2017,April,3,1,1,1,0,0,BB,PRT,Corporate,0,0,A,0,Non Refund,Transient,45,0,Canceled
Resort Hotel,1,2017,April,3,1,1,1,0,0,BB,PRT,Corporate,0,0,A,0,Non Refund,Transient,45,0,Canceled
Resort Hotel,1,2017,April,3,1,1,1,0,0,BB,PRT,Corporate,0,0,A,0,Non Refund,Transient,45,0,Canceled
Resort Hotel,1,2017,April,3,1,1,1,0,0,BB,PRT,Corporate,0,0,A,0,Non Refund,Transient,45,0,Canceled
Resort Hotel,1,2017,April,3,1,1,1,0,0,BB,PRT,Corporate,0,0,A,0,Non Refund,Transient,45,0,Canceled
Resort Hotel,1,2017,April,3,1,1,1,0,0,BB,PRT,Corporate,0,0,A,0,Non Refund,Transient,45,0,Canceled
Resort Hotel,1,2017,April,3,1,3,2,0,0,BB,FRA,Online TA,0,0,A,0,No Deposit,Transient,60,1,Canceled
Resort Hotel,1,2017,April,3,1,3,2,0,0,BB,GBR,Online TA,0,0,D,0,No Deposit,Transient,72,0,Canceled
Resort Hotel,1,2017,April,3,1,3,1,0,0,HB,PRT,Complementary,0,0,A,1,No Deposit,Transient,0,0,Canceled
Resort Hotel,1,2017,April,3,1,3,1,1,0,HB,PRT,Online TA,0,0,E,0,No Deposit,Transient,87.48,0,Canceled
Resort Hotel,1,2017,April,3,1,3,2,0,0,BB,PRT,Online TA,0,0,D,0,No Deposit,Transient,195.98,0,Canceled
Resort Hotel,1,2017,April,3,1,3,1,0,0,HB,PRT,Complementary,0,0,A,1,No Deposit,Transient,0,0,Canceled
Resort Hotel,1,2017,April,3,3,7,2,0,0,BB,GBR,Online TA,0,0,D,0,No Deposit,Transient,67.5,0,Canceled
Resort Hotel,1,2017,April,3,3,7,2,0,0,BB,GBR,Online TA,0,0,D,0,No Deposit,Transient,67.5,0,Canceled
Resort Hotel,1,2017,April,3,3,7,2,0,0,BB,GBR,Online TA,0,0,D,0,No Deposit,Transient,67.5,0,Canceled
Resort Hotel,1,2017,April,3,1,5,2,0,0,BB,PRT,Online TA,0,0,D,0,No Deposit,Transient,81.18,0,Canceled
Resort Hotel,1,2017,April,4,0,1,2,0,0,BB,GBR,Online TA,0,0,A,0,No Deposit,Transient,70,0,Canceled
Resort Hotel,1,2017,April,4,0,4,2,0,0,BB,RUS,Online TA,0,0,E,0,No Deposit,Transient,105,0,Canceled
Resort Hotel,1,2017,April,4,0,4,2,0,0,BB,GBR,Online TA,0,0,D,0,No Deposit,Transient,83.25,1,Canceled
Resort Hotel,1,2017,April,4,2,5,2,0,0,BB,BEL,Online TA,0,0,A,2,No Deposit,Transient-Party,57.43,1,Canceled
Resort Hotel,1,2017,April,4,2,5,2,0,0,BB,USA,Online TA,0,0,D,0,No Deposit,Transient,68.57,1,Canceled
Resort Hotel,1,2017,April,5,0,1,2,0,0,BB,GBR,Online TA,0,0,E,0,No Deposit,Transient,81,1,Canceled
Resort Hotel,1,2017,April,5,0,1,1,0,0,BB,PRT,Corporate,0,0,A,0,No Deposit,Transient,45,0,Canceled
Resort Hotel,1,2017,April,5,0,2,2,2,0,BB,PRT,Online TA,0,0,G,0,No Deposit,Transient,165,0,Canceled
Resort Hotel,1,2017,April,5,0,2,2,0,0,BB,ESP,Online TA,0,0,A,0,No Deposit,Transient,70,0,Canceled
Resort Hotel,1,2017,April,5,0,4,2,0,0,BB,PRT,Groups,0,0,D,1,No Deposit,Transient-Party,60,0,Canceled
Resort Hotel,1,2017,April,5,0,4,2,0,0,BB,GBR,Online TA,0,0,D,0,No Deposit,Transient,67.5,0,Canceled
Resort Hotel,1,2017,April,5,0,4,2,0,0,BB,GBR,Online TA,0,0,A,0,No Deposit,Transient,63.75,0,Canceled
Resort Hotel,1,2017,April,5,0,4,2,0,0,BB,PRT,Online TA,0,0,E,0,No Deposit,Transient,93.75,0,Canceled
Resort Hotel,1,2017,April,5,0,4,2,0,0,BB,GBR,Online TA,0,0,E,0,No Deposit,Transient,93.75,1,Canceled
Resort Hotel,1,2017,April,5,0,4,2,0,0,BB,PRT,Groups,0,0,D,1,No Deposit,Transient-Party,60,0,Canceled
Resort Hotel,1,2017,April,5,1,4,1,0,0,BB,PRT,Groups,0,0,C,4,No Deposit,Transient-Party,42,0,Canceled
Resort Hotel,1,2017,April,5,1,4,1,0,0,BB,PRT,Online TA,0,0,E,0,No Deposit,Transient,116,2,Canceled
Resort Hotel,1,2017,April,5,2,5,2,1,0,HB,PRT,Online TA,0,0,E,1,No Deposit,Transient,125.29,1,Canceled
Resort Hotel,1,2017,April,5,2,5,2,0,0,BB,FRA,Online TA,0,0,A,0,No Deposit,Transient,72.86,1,Canceled
Resort Hotel,1,2017,April,6,0,3,2,0,0,BB,IRL,Online TA,0,0,A,0,No Deposit,Transient,60,0,Canceled
Resort Hotel,1,2017,April,6,0,3,2,0,0,BB,IRL,Online TA,0,0,A,0,No Deposit,Transient,60,0,Canceled
Resort Hotel,1,2017,April,6,0,3,2,0,0,BB,GBR,Direct,0,0,F,0,No Deposit,Transient,162,0,Canceled
Resort Hotel,1,2017,April,6,0,3,2,0,0,BB,IRL,Online TA,0,0,A,0,No Deposit,Transient,60,0,Canceled
Resort Hotel,1,2017,April,6,0,3,2,0,0,BB,IRL,Online TA,0,0,A,0,No Deposit,Transient,60,0,Canceled
Resort Hotel,1,2017,April,6,0,3,2,0,0,BB,PRT,Online TA,0,0,E,0,No Deposit,Transient,115,0,Canceled
Resort Hotel,1,2017,April,6,0,3,2,0,0,BB,IRL,Online TA,0,0,A,0,No Deposit,Transient,60,0,Canceled
Resort Hotel,1,2017,April,6,0,3,2,0,0,BB,IRL,Online TA,0,0,A,0,No Deposit,Transient,60,0,Canceled
Resort Hotel,1,2017,April,6,0,3,2,0,0,BB,IRL,Online TA,0,0,A,1,No Deposit,Transient,60,0,Canceled
Resort Hotel,1,2017,April,6,1,3,1,0,0,BB,GBR,Online TA,0,0,A,0,No Deposit,Transient,51.75,1,Canceled
Resort Hotel,1,2017,April,6,1,3,1,0,0,BB,GBR,Online TA,0,0,A,0,No Deposit,Transient,51.75,1,Canceled
